t,v1,v2,v3,total
91,1.5796398892121304,-1.1370590757638463,2.716698964975977,-2.274118151527693
92,-1.5100200592055968,-1.9768015586808192,0.46678149947522257,-3.9536031173616384
93,0.009918681426197819,-1.1744093734200074,1.1843280548462052,-2.348818746840015
94,-1.9588657225268271,-1.8823898700319313,-0.07647585249489597,-3.7647797400638625
95,-1.7052654210401088,-1.7482596639907086,0.04299424295059989,-3.4965193279814173
96,-0.2202965693263209,0.6973195175032351,-0.917616086829556,1.3946390350064701
97,-2.0151504098201882,0.05225274208608882,-2.067403151906277,0.10450548417217753
98,-1.856076479563159,-0.9045167330405947,-0.9515597465225644,-1.8090334660811895
99,0.35604091439777436,2.418149396738167,-2.062108482340393,4.836298793476335
100,-0.4217763992231942,1.1895279058130703,-1.6113043050362645,2.3790558116261407
101,-0.13721400818937174,0.15708914110916797,-0.29430314929853973,0.314178282218336
102,-0.935780234445027,-0.23914631489670435,-0.6966339195483227,-0.4782926297934087
103,1.4912369607765275,1.994180148405106,-0.5029431876285787,3.988360296810212
104,-0.12922699263986437,-1.6553214348456962,1.5260944422058316,-3.3106428696913923
105,-1.0495580734660181,-0.2790972863899466,-0.7704607870760716,-0.5581945727798932
106,-4.158660258603979,-2.038278377728841,-2.1203818808751382,-4.076556755457682
107,1.0404694095492313,1.1417558069389635,-0.1012863973897323,2.283511613877927
108,-1.10546458363587,-0.9221551452714891,-0.18330943836438096,-1.844310290542978
109,-0.3902476219508476,-0.45651208459863746,0.06626446264778987,-0.9130241691972749
110,1.1424962885965126,0.7632771076624242,0.37921918093408835,1.5265542153248484
111,1.2247258354969661,1.1958800654794548,0.02884577001751132,2.391760130958909
112,0.5698592816284171,-2.8753515356188433,3.4452108172472604,-5.7507030712376865
113,-0.5384640514520278,0.2961386000356558,-0.8346026514876835,0.5922772000713115
114,-2.477479692899128,-3.487628081405231,1.0101483885061024,-6.975256162810462
115,0.1309291691904898,0.0659019877389515,0.0650271814515383,0.131803975477903
116,0.28330568425111047,-1.82570537647482,2.1090110607259303,-3.65141075294964
117,-2.4416221549178854,-1.0836280930889415,-1.3579940618289439,-2.167256186177883
118,0.8079439598664988,2.2294288583027555,-1.4214848984362567,4.458857716605511
119,0.8235641665119839,2.859050416665096,-2.035486250153112,5.718100833330192
120,0.3999953814696722,1.2993899780887175,-0.8993945966190453,2.598779956177435
121,-1.6672939224898151,-1.3906760245143688,-0.27661789797544645,-2.7813520490287376
122,-0.19612907463747647,-1.3213914033721796,1.125262328734703,-2.642782806744359
123,0.3198817372266111,-1.462707610940512,1.782589348167123,-2.925415221881024
124,-1.6527114509600689,-0.992497384266718,-0.6602140666933511,-1.9849947685334355
125,1.8725797464939502,2.216244600051253,-0.3436648535573027,4.432489200102506
126,3.419633480768856,2.916883326513515,0.5027501542553413,5.833766653027029
127,-0.6810344939319286,-1.0850302983142799,0.4039958043823513,-2.1700605966285598
128,-1.397606292231146,-0.5283962535228841,-0.869210038708262,-1.0567925070457682
129,-1.58570894234079,0.016090241469282472,-1.6017991838100725,0.032180482938565014
130,-0.8464241307012943,-1.3919505781524792,0.545526447451185,-2.7839011563049585
131,0.09678849259405231,2.791347169590702,-2.6945586769966496,5.582694339181404
132,0.2997667011010432,-1.0980730318504786,1.3978397329515215,-2.196146063700957
133,-0.3272106673733943,0.4268837251774823,-0.7540943925508766,0.8537674503549646
134,0.716567865567958,3.092860394202374,-2.3762925286344156,6.185720788404748
135,-0.13109442800129156,-0.5842160984441955,0.45312167044290397,-1.168432196888391
136,0.5406528358901106,-1.517718244258688,2.0583710801487984,-3.0354364885173757
137,-1.1561929139270117,-1.2979989299091457,0.1418060159821341,-2.5959978598182913
138,-1.1725568846623702,-1.1547006328820182,-0.01785625178035212,-2.309401265764036
139,-0.00680402903231328,2.724420507163344,-2.7312245361956573,5.448841014326688
140,-1.2037382989492886,-1.0970697492019725,-0.1066685497473161,-2.194139498403945
141,-0.6803347888479825,-0.8270262393678951,0.14669145051991261,-1.6540524787357902
142,2.4646619736195103,-0.4589532781787887,2.923615251798299,-0.9179065563575772
143,0.11006279489080242,0.3925096458536627,-0.2824468509628603,0.7850192917073255
144,0.8941751914157352,-0.8147257050904391,1.7089008965061743,-1.6294514101808781
145,-1.987625416142962,-2.7699573230282564,0.7823319068852941,-5.539914646056513
146,0.7019368142241621,-1.347877261902533,2.049814076126695,-2.695754523805066
147,1.6647674728342763,-0.1465379105422846,1.8113053833765609,-0.2930758210845692
148,-0.12388770521634218,0.9611458961346357,-1.085033601350978,1.9222917922692715
149,1.4730211890979197,1.1527369711065765,0.32028421799134316,2.305473942213153
150,-0.45787677750609707,0.38429647298824293,-0.84217325049434,0.7685929459764859
151,1.1244466769061536,0.6097806136247499,0.5146660632814037,1.2195612272494998
152,0.10208964474685445,-1.3360558171149892,1.4381454618618437,-2.6721116342299784
153,-1.5960024472548588,-2.3999250079533443,0.8039225606984857,-4.799850015906689
154,1.8761818186451056,2.605664222770916,-0.7294824041258104,5.211328445541832
155,0.5270526535947354,1.7483779857934338,-1.2213253321986985,3.4967559715868677
156,0.43675386901420105,0.38175006014221186,0.05500380887198919,0.7635001202844237
157,-1.0865699414931078,-1.9309778643490623,0.8444079228559543,-3.8619557286981245
158,-1.0665183615671348,0.5666473870728199,-1.6331657486399547,1.1332947741456398
159,1.9210737592130442,2.532684117645232,-0.6116103584321876,5.065368235290464
160,1.236474618142719,-0.2505749950641676,1.4870496132068864,-0.5011499901283349
161,3.216074604300483,2.5411237114033756,0.6749508928971073,5.082247422806751
162,1.3708104910360237,1.6009976097368628,-0.2301871187008392,3.2019952194737256
163,-2.7951435611467454,-2.4046754328223847,-0.3904681283243603,-4.809350865644769
164,-1.4903866565663857,-1.257932761121856,-0.23245389544452977,-2.515865522243712
165,-0.850828756651941,0.06277097914487408,-0.9135997357968151,0.12554195828974812
166,-2.2209352734610794,-0.9709159806610039,-1.2500192928000755,-1.9418319613220076
167,1.771584455660323,1.1047933423713217,0.6667911132890014,2.2095866847426437
168,-0.07747090963296577,-1.2956513273239068,1.218180417690941,-2.5913026546478135
169,1.7057445170364796,1.2461244236042062,0.4596200934322734,2.492248847208412
170,-0.4097276003103074,-1.1711445963254379,0.7614169960151304,-2.3422891926508758
171,-0.9457283855814838,0.4587919315201638,-1.4045203171016476,0.9175838630403277
172,-0.4208578653216395,-1.9826656006985335,1.561807735376894,-3.965331201397067
173,-0.8820334207395761,-1.021699540079676,0.13966611934009984,-2.043399080159352
174,-1.7985182293439888,-2.7259392899917922,0.9274210606478036,-5.451878579983585
175,0.9436149625111342,-0.31066985960800686,1.254284822119141,-0.6213397192160136
176,-0.4280791815287323,0.9702950443392484,-1.3983742258679808,1.9405900886784968
177,0.8040839201692394,0.4105212383341136,0.39356268183512577,0.821042476668227
178,-1.184054262562174,-0.6444280067164113,-0.5396262558457627,-1.2888560134328226
179,1.8378675715930122,-0.6867854619630825,2.5246530335560946,-1.3735709239261649
180,3.6994088147988364,3.793626721285694,-0.09421790648685757,7.587253442571388
181,-2.245802745322528,-3.0670387028117396,0.8212359574892115,-6.134077405623479
182,0.20788560721052302,1.0722654440200703,-0.8643798368095473,2.1445308880401406
183,-0.22119167513777702,-0.33091949658800607,0.10972782145022905,-0.6618389931760121
184,-0.667316292611593,-2.2834437368922442,1.6161274442806515,-4.5668874737844884
185,1.3564675909853587,1.1892147624928504,0.16725282849250822,2.378429524985701
186,-0.07452165447995163,-0.9818859271551925,0.9073642726752409,-1.963771854310385
187,0.1664882528923598,-0.5536439015151795,0.7201321544075393,-1.107287803030359
188,1.8540058344851873,-1.3992166945096165,3.2532225289948036,-2.798433389019233
189,2.5431676217392076,0.8546714225375949,1.688496199201613,1.7093428450751895
190,-0.68467615986997,-1.0452595642064817,0.36058340433651165,-2.0905191284129634
191,0.9613797483100315,-0.11672730232303646,1.0781070506330679,-0.23345460464607282
192,1.7212458639041746,-0.1246892161623846,1.845935080066559,-0.24937843232476897
193,0.01489321797307936,0.6183095924895883,-0.6034163745165089,1.2366191849791766
194,-1.2678855354260445,1.4296782937279702,-2.697563829154015,2.859356587455941
195,-0.9331169035540003,0.3232224820758933,-1.2563393856298937,0.6464449641517866
196,-2.0901630071913546,1.4053579256102595,-3.495520932801614,2.810715851220519
197,-0.9973240780540757,-2.582658147927273,1.585334069873197,-5.165316295854545
198,-1.0830696717974142,0.840428451296384,-1.9234981230937982,1.680856902592768
199,-0.0941063807135877,0.5501644943166268,-0.6442708750302146,1.1003289886332537
200,1.6904561188331095,0.3987623038246521,1.2916938150084574,0.7975246076493041
201,1.147219340550235,1.9705875798165784,-0.8233682392663435,3.941175159633157
202,1.3217583739424568,-0.8015636377824031,2.12332201172486,-1.6031272755648065
203,-0.9349453890680526,1.4402655293133253,-2.3752109183813777,2.8805310586266506
204,-2.061091723378568,0.21330460980821386,-2.2743963331867816,0.4266092196164275
205,-0.6879540317264435,-1.4738843773745947,0.7859303456481512,-2.9477687547491893
206,0.6619416848739353,-1.146258936948803,1.8082006218227384,-2.292517873897606
207,0.8121114724370028,2.3833449324303446,-1.571233459993342,4.766689864860689
208,1.109177109272866,1.5558261311409018,-0.4466490218680359,3.1116522622818037
209,0.9121579041064853,-0.3420208221295316,1.254178726236017,-0.6840416442590631
210,0.04835753509669158,0.6100599070531627,-0.5617023719564711,1.2201198141063254
211,2.8764445832927112,0.2010378300634199,2.675406753229291,0.40207566012684026
212,0.9765142461774254,1.8179735952608849,-0.8414593490834592,3.6359471905217697
213,2.059777444676016,0.8907892701480864,1.1689881745279294,1.781578540296173
214,0.9644737182411605,-0.5904978302593813,1.5549715485005418,-1.1809956605187626
215,-1.0784648448871053,-0.7743155634976764,-0.30414928138942887,-1.5486311269953528
216,0.37683473205826756,-2.6699575925940207,3.046792324652288,-5.339915185188041
217,-2.7979943048639506,0.2779710116221261,-3.0759653164860765,0.5559420232442518
218,-1.2936888984260069,-0.2645913245390557,-1.0290975738869512,-0.5291826490781113
219,1.0973120386384594,1.8130676171058817,-0.7157555784674223,3.6261352342117634
220,0.7624144585713719,0.20189507250505173,0.5605193860663202,0.40379014501010335
221,1.3150551529141845,1.5048296070405895,-0.1897744541264051,3.009659214081179
222,1.4892143021302675,-0.03851812964710277,1.5277324317773702,-0.07703625929420532
223,-0.1210676109005538,-0.4635845720559695,0.3425169611554157,-0.927169144111939
224,1.693380838528415,1.252639730693638,0.440741107834777,2.505279461387276
225,-1.1568602753586128,-0.6127857810907565,-0.5440744942678564,-1.225571562181513
226,3.43718347145185,2.0769071553667686,1.360276316085081,4.153814310733537
227,0.6177067263392659,-0.5530772021506245,1.1707839284898904,-1.106154404301249
228,0.3410022428108024,1.6613211047036054,-1.3203188618928028,3.322642209407211
229,1.2903366426584537,-0.501627829219966,1.7919644718784198,-1.0032556584399321
230,-0.33766811276108905,-0.6745856811375295,0.3369175683764404,-1.349171362275059
231,0.5737567804193954,1.828947760876385,-1.2551909804569896,3.65789552175277
232,2.592681682305846,1.5335048451719846,1.0591768371338615,3.067009690343969
233,0.7804262765820045,-0.5701507816185163,1.3505770582005208,-1.1403015632370326
234,-1.1411756519862597,-1.3458160150559195,0.20464036306965983,-2.6916320301118395
235,0.8423398790292942,-0.07340203922695016,0.9157419182562443,-0.1468040784539002
236,-1.608423364416237,-1.435944825291211,-0.17247853912502586,-2.871889650582422
237,1.9067496382060425,0.32793664506463815,1.5788129931414043,0.6558732901292763
238,-0.865542960357152,-1.582795243572311,0.7172522832151591,-3.165590487144622
239,-1.1927955628260647,-2.537806410249454,1.3450108474233895,-5.075612820498908
240,2.946309801685539,0.9755190428538004,1.9707907588317388,1.9510380857076006
241,-0.3949823950926752,-2.854563435193633,2.4595810401009577,-5.709126870387266
242,-0.6817971407247463,-0.05090336215283413,-0.6308937785719122,-0.10180672430566817
243,1.986396239664966,-0.7611865289548756,2.7475827686198415,-1.5223730579097512
244,0.8052418134832704,0.7027726560418438,0.10246915744142654,1.4055453120836876
245,-1.532615544883985,1.0566963237781586,-2.5893118686621435,2.113392647556317
246,-1.0126199082065312,-0.798188495756829,-0.2144314124497022,-1.596376991513658
247,2.0088144510435413,-0.38980821822399847,2.3986226692675396,-0.7796164364479967
248,-0.7325065996266547,-0.921415161605093,0.1889085619784383,-1.842830323210186
249,-2.1256302140039693,-1.655468318543447,-0.47016189546052267,-3.3109366370868933
250,-1.568359354747001,-1.007908177866431,-0.5604511768805701,-2.015816355732862
251,0.07433858778230884,0.26861192257284405,-0.1942733347905352,0.5372238451456881
252,1.3978836989561445,0.4898786299092516,0.908005069046893,0.9797572598185031
253,0.38953444848867036,1.402856997902917,-1.0133225494142466,2.805713995805834
254,-2.9152208335879983,-1.84264529555493,-1.0725755380330684,-3.68529059110986
255,-0.5464177022767465,0.36752687479782753,-0.913944577074574,0.7350537495956551
256,1.3438336674242086,2.4536076839282757,-1.109774016504067,4.907215367856551
257,0.8175853926352721,-0.5434372028786725,1.3610225955139446,-1.086874405757345
258,1.299018036611593,-0.5152387523923703,1.8142567890039634,-1.0304775047847405
259,1.023231253853793,0.0348626051501828,0.9883686487036103,0.0697252103003656
260,0.4918574132216632,1.4139240149503642,-0.922066601728701,2.8278480299007285
261,-1.0513986347796669,1.3399237386477556,-2.3913223734274225,2.679847477295511
262,0.10732859606388223,1.0877640711191296,-0.9804354750552473,2.1755281422382593
263,-0.7432095552030629,-0.5993234630514359,-0.14388609215162707,-1.1986469261028718
264,0.8005709110732602,2.7217623551913097,-1.9211914441180495,5.443524710382619
265,-1.2190067968802454,-0.9976283701095292,-0.2213784267707162,-1.9952567402190584
266,-3.1421914086349485,-1.3222977234326307,-1.8198936852023175,-2.644595446865262
267,-0.14403614987400287,-0.6539412805133819,0.5099051306393789,-1.3078825610267637
268,-1.1814772366388921,-0.7828364485794834,-0.39864078805940883,-1.5656728971589668
269,-1.439502293866984,-0.6961013046975244,-0.7434009891694595,-1.3922026093950488
270,0.9349691044489762,1.9114794078482824,-0.9765103033993062,3.822958815696565
271,0.7749803797934179,2.589679639382685,-1.8146992595892673,5.17935927876537
272,-1.2550874322717638,1.5865226075023255,-2.841610039774089,3.1730452150046506
273,1.0537145200114346,1.316051340130012,-0.2623368201185775,2.632102680260024
274,-1.2959625795457084,-1.3072498565796464,0.011287277033938052,-2.6144997131592924
275,-0.5600474145336203,-0.23067797517730854,-0.3293694393563118,-0.46135595035461696
276,-1.226676818307972,-0.7946148228968558,-0.43206199541111623,-1.5892296457937114
277,-1.472360234600458,-1.4479589992894426,-0.024401235311015387,-2.895917998578885
278,1.3388060808716746,-1.6622784739212513,3.001084554792926,-3.3245569478425026
279,0.5125457416585243,2.93373912398771,-2.421193382329186,5.86747824797542
280,-0.1843515990936049,0.7676555025650006,-0.9520071016586056,1.5353110051300014
281,2.0374837714832608,0.49280493769218525,1.5446788337910755,0.9856098753843705
282,0.4337745202895141,-0.06254892188208161,0.4963234421715957,-0.12509784376416322
283,1.676678816150279,1.9787474579172861,-0.3020686417670071,3.9574949158345722
284,0.19991541588200273,-0.9285204513583067,1.1284358672403094,-1.8570409027166135
285,0.9841724032184777,0.06082570523677333,0.9233466979817043,0.12165141047354677
286,-0.09488281194171252,-1.262223277961309,1.1673404660195963,-2.5244465559226175
287,-1.4716579405332433,-2.379563301465064,0.907905360931821,-4.759126602930128
288,-0.2775372493000896,0.8810245900708529,-1.1585618393709425,1.7620491801417058
289,1.1991182431550664,3.8181796251970566,-2.6190613820419903,7.636359250394113
290,2.2611627764097433,0.3673933086633634,1.8937694677463799,0.7347866173267266
291,1.1201068705669017,3.2405846352413405,-2.1204777646744386,6.481169270482681
292,-0.43683602317043674,0.4810224773703434,-0.9178585005407802,0.9620449547406869
293,1.3859571180244437,1.5260589658672068,-0.14010184784276306,3.0521179317344136
294,2.1529948931707765,0.4451545757099127,1.707840317460864,0.8903091514198251
295,-1.5030387427943133,-0.5436021663556918,-0.9594365764386212,-1.0872043327113838
296,1.5048778755083196,2.906201921144299,-1.4013240456359792,5.812403842288598
297,-1.7356029089179352,-0.6514619510281374,-1.0841409578897978,-1.3029239020562748
298,-2.302903824294677,-0.283165915134735,-2.019737909159942,-0.56633183026947
299,2.890058073162768,2.2794743796956176,0.6105836934671501,4.558948759391235
300,-0.49137087016205905,0.5115459618522625,-1.0029168320143216,1.023091923704525
301,-0.558369908490847,-1.476400266105447,0.9180303576146,-2.952800532210894
302,-1.779217644536858,-0.22088100958806,-1.558336634948798,-0.44176201917612024
303,0.37304583195732144,1.2281029271972053,-0.8550570952398839,2.4562058543944105
304,0.07959887821798162,-1.1999286311006307,1.2795275093186123,-2.3998572622012615
305,0.8327796959641027,-0.0061844248386648815,0.8389641208027676,-0.012368849677329763
306,-0.5854598977449219,-0.7752490123839181,0.18978911463899628,-1.5504980247678364
307,3.1726353584332747,2.1873879871393296,0.9852473712939449,4.374775974278659
308,-0.2783622468568804,3.6876387199809466,-3.966000966837827,7.375277439961893
309,-1.9085842451905544,-2.0537704734858497,0.14518622829529504,-4.1075409469716995
310,-1.389451791179395,-3.1457893065890445,1.7563375154096497,-6.291578613178089
311,-0.3573042269400363,-1.0024540820201515,0.6451498550801152,-2.004908164040303
312,1.3250827483482097,2.2250345073961797,-0.89995175904797,4.450069014792359
313,0.6541568760816104,0.33936341029456796,0.3147934657870425,0.6787268205891359
314,-0.8065620009153958,0.03362528907503959,-0.8401872899904352,0.06725057815007907
315,1.3758958786939233,0.7111870562126129,0.6647088224813102,1.422374112425226
316,-1.6237693036883962,-1.1866723331414635,-0.43709697054693275,-2.373344666282927
317,0.22858053340052903,0.4367495901621614,-0.2081690567616324,0.8734991803243228
318,2.5571598223597185,-0.5308415694560666,3.088001391815785,-1.0616831389121333
319,0.1597343400548064,0.2833701679525958,-0.12363582789778937,0.5667403359051916
320,-0.544263866582808,-0.8276218197569867,0.2833579531741788,-1.6552436395139734
321,-0.8560441195285964,-0.47824991434546266,-0.3777942051831338,-0.9564998286909252
322,-1.2951797795167501,0.6096473938428051,-1.9048271733595552,1.2192947876856102
323,-1.3472687949174103,-0.2604765237262393,-1.0867922711911708,-0.5209530474524788
324,-0.28071615531010474,0.10308958248706979,-0.38380573779717453,0.20617916497413957
325,2.73988686932653,-0.5414417717658653,3.2813286410923954,-1.0828835435317306
326,2.1877527480902295,0.9771499235761545,1.210602824514075,1.954299847152309
327,-0.42208709143737944,-0.4041082375427246,-0.01797885389465481,-0.8082164750854492
328,-0.062321911388156154,1.4241411600002234,-1.4864630713883795,2.848282320000447
329,-1.553503876540855,-1.6639168610260382,0.11041298448518311,-3.327833722052077
330,-1.0697424217932485,-1.5152324045054257,0.44548998271217743,-3.0304648090108515
331,0.7765843214426105,1.4248677452013792,-0.6482834237587687,2.8497354904027583
332,0.3663064091612075,2.570321060508494,-2.2040146513472867,5.140642121016988
333,-0.5836994175846073,0.32441142893625863,-0.9081108465208659,0.6488228578725173
334,0.16293163236223246,0.6469826985372799,-0.48405106617504745,1.2939653970745597
335,2.4002846327617773,0.9859111851559157,1.4143734476058616,1.9718223703118314
336,3.35837057463444,0.6352216224120268,2.723148952222413,1.2704432448240537
337,1.164016094121165,0.47674188922118776,0.6872742048999774,0.9534837784423753
338,-0.6657898613702845,-0.5131629745933164,-0.15262688677696812,-1.0263259491866328
339,-1.2882181872590115,-2.0939925648054905,0.805774377546479,-4.187985129610981
340,-1.2237372394061325,0.011259534726065057,-1.2349967741321977,0.022519069452130225
341,-0.8468104924390791,1.5321463279540763,-2.3789568203931557,3.0642926559081527
342,-0.7890628290620472,-0.511374394284867,-0.2776884347771801,-1.022748788569734
343,-0.7444021530288607,-1.129851744862516,0.38544959183365524,-2.259703489725032
344,0.21216104571303418,-0.6825178640075058,0.89467890972054,-1.3650357280150116
345,-0.6084225336652804,-1.8585168562813512,1.2500943226160708,-3.717033712562702
346,2.6306142681675224,1.5402235745558024,1.0903906936117203,3.0804471491116043
347,0.4167618749336802,2.4640529666642155,-2.047291091730535,4.928105933328431
348,0.39448973497112405,-0.622253743346644,1.016743478317768,-1.244507486693288
349,-0.9086499653420668,0.7901190787349461,-1.698769044077013,1.5802381574698923
350,1.3123092883943934,0.7025772385025927,0.6097320498918007,1.4051544770051856
351,-2.7912668271103867,-2.9019784431571285,0.11071161604674162,-5.803956886314257
352,0.31634272099501065,-1.377591284905631,1.6939340059006418,-2.755182569811262
353,-0.9858699744364187,-2.0545303455757176,1.0686603711392988,-4.109060691151435
354,1.3426514752177479,1.1671462260659666,0.17550524915178134,2.3342924521319333
355,2.0712822997419535,0.12951659658781334,1.9417657031541404,0.25903319317562623
356,0.4900997509075147,-2.5242026181245487,3.0143023690320634,-5.048405236249097
